event_id,employee_id,absence_type,start_date,end_date,days,status,bucket_id,note
EV-00309,PL-0006,annual_leave,2025-05-20,2025-05-22,3.0,approved,annual_leave,
EV-00310,PL-0006,annual_leave,2025-06-02,2025-06-02,1.0,approved,annual_leave,
EV-00311,PL-0006,annual_leave,2025-11-06,2025-11-10,5.0,approved,annual_leave,
EV-00312,PL-0006,annual_leave,2025-01-01,2025-01-05,5.0,approved,annual_leave,
EV-00313,PL-0006,annual_leave,2025-06-09,2025-06-09,1.0,approved,annual_leave,
EV-00314,PL-0006,annual_leave,2025-01-17,2025-01-18,2.0,approved,annual_leave,
EV-00315,PL-0006,annual_leave,2025-03-06,2025-03-07,2.0,approved,annual_leave,
EV-00316,PL-0006,annual_leave,2025-02-06,2025-02-06,1.0,approved,annual_leave,
EV-00317,PL-0006,annual_leave,2026-05-14,2026-05-16,3.0,approved,annual_leave,
EV-00318,PL-0006,annual_leave,2026-03-18,2026-03-25,8.0,approved,annual_leave,
EV-00319,PL-0007,annual_leave,2024-05-12,2024-05-13,2.0,approved,annual_leave,
EV-00320,PL-0007,annual_leave,2024-12-08,2024-12-09,2.0,approved,annual_leave,
EV-00321,PL-0007,annual_leave,2024-09-04,2024-09-05,2.0,approved,annual_leave,
EV-00322,PL-0007,annual_leave,2024-08-11,2024-08-15,5.0,approved,annual_leave,
EV-00323,PL-0007,annual_leave,2024-10-02,2024-10-03,2.0,approved,annual_leave,
EV-00324,PL-0007,annual_leave,2024-11-19,2024-11-19,1.0,approved,annual_leave,
EV-00325,PL-0007,annual_leave,2025-09-07,2025-09-11,5.0,approved,annual_leave,
EV-00326,PL-0007,annual_leave,2025-09-11,2025-09-11,1.0,approved,annual_leave,
EV-00327,PL-0007,annual_leave,2025-06-10,2025-06-10,1.0,approved,annual_leave,
EV-00328,PL-0007,annual_leave,2025-03-15,2025-03-15,1.0,approved,annual_leave,
EV-00329,PL-0007,annual_leave,2025-11-01,2025-11-01,1.0,approved,annual_leave,
EV-00330,PL-0007,annual_leave,2025-11-15,2025-11-16,2.0,approved,annual_leave,
EV-00331,PL-0007,annual_leave,2025-12-05,2025-12-14,10.0,approved,annual_leave,
EV-00332,PL-0007,annual_leave,2025-03-05,2025-03-05,1.0,approved,annual_leave,
EV-00333,PL-0007,annual_leave,2026-07-07,2026-07-11,5.0,approved,annual_leave,
EV-00334,PL-0007,annual_leave,2026-01-18,2026-01-18,1.0,approved,annual_leave,
EV-00335,PL-0007,annual_leave,2026-05-10,2026-05-10,1.0,approved,annual_leave,
EV-00336,PL-0007,annual_leave,2026-03-11,2026-03-14,4.0,approved,annual_leave,
EV-00337,PL-0008,annual_leave,2024-05-08,2024-05-17,10.0,approved,annual_leave,
EV-00338,PL-0008,annual_leave,2024-03-01,2024-03-02,2.0,approved,annual_leave,
EV-00339,PL-0008,annual_leave,2024-09-11,2024-09-11,1.0,approved,annual_leave,
EV-00340,PL-0008,annual_leave,2024-06-20,2024-06-20,1.0,approved,annual_leave,
EV-00341,PL-0008,annual_leave,2024-09-05,2024-09-06,2.0,approved,annual_leave,
EV-00342,PL-0008,annual_leave,2024-11-17,2024-11-17,1.0,approved,annual_leave,
EV-00343,PL-0008,annual_leave,2025-02-13,2025-02-13,1.0,approved,annual_leave,
EV-00344,PL-0008,annual_leave,2025-03-19,2025-03-19,1.0,approved,annual_leave,
EV-00345,PL-0008,annual_leave,2025-11-05,2025-11-09,5.0,approved,annual_leave,
EV-00346,PL-0008,annual_leave,2025-12-14,2025-12-15,2.0,approved,annual_leave,
EV-00347,PL-0008,annual_leave,2025-09-01,2025-09-02,2.0,approved,annual_leave,
EV-00348,PL-0008,annual_leave,2025-01-19,2025-01-19,1.0,approved,annual_leave,
EV-00349,PL-0008,annual_leave,2025-09-07,2025-09-07,1.0,approved,annual_leave,
EV-00350,PL-0008,annual_leave,2025-07-15,2025-07-16,2.0,approved,annual_leave,
EV-00351,PL-0008,annual_leave,2025-09-18,2025-09-18,1.0,approved,annual_leave,
EV-00352,PL-0008,annual_leave,2025-01-08,2025-01-12,5.0,approved,annual_leave,
EV-00353,PL-0008,annual_leave,2025-09-14,2025-09-14,1.0,approved,annual_leave,
EV-00354,PL-0008,annual_leave,2026-06-10,2026-06-10,1.0,approved,annual_leave,
EV-00355,PL-0008,annual_leave,2026-08-16,2026-08-18,3.0,approved,annual_leave,
EV-00356,PL-0008,annual_leave,2026-02-08,2026-02-14,7.0,approved,annual_leave,
EV-00357,PL-0009,annual_leave,2024-04-04,2024-04-04,1.0,approved,annual_leave,
EV-00358,PL-0009,annual_leave,2024-01-15,2024-01-19,5.0,approved,annual_leave,
EV-00359,PL-0009,annual_leave,2024-12-07,2024-12-09,3.0,approved,annual_leave,
EV-00360,PL-0009,annual_leave,2024-08-19,2024-08-20,2.0,approved,annual_leave,
EV-00361,PL-0009,annual_leave,2024-01-13,2024-01-17,5.0,approved,annual_leave,
EV-00362,PL-0009,annual_leave,2024-04-07,2024-04-07,1.0,approved,annual_leave,
EV-00363,PL-0009,annual_leave,2024-06-03,2024-06-03,1.0,approved,annual_leave,
EV-00364,PL-0009,annual_leave,2025-02-07,2025-02-07,1.0,approved,annual_leave,
EV-00365,PL-0009,annual_leave,2025-02-19,2025-02-28,10.0,approved,annual_leave,
EV-00366,PL-0009,annual_leave,2025-11-12,2025-11-12,1.0,approved,annual_leave,
EV-00367,PL-0009,annual_leave,2025-06-07,2025-06-08,2.0,approved,annual_leave,
EV-00368,PL-0009,annual_leave,2025-04-20,2025-04-24,5.0,approved,annual_leave,
EV-00369,PL-0009,annual_leave,2025-08-20,2025-08-20,1.0,approved,annual_leave,
EV-00370,PL-0009,annual_leave,2025-05-01,2025-05-01,1.0,approved,annual_leave,
EV-00371,PL-0009,annual_leave,2026-04-10,2026-04-19,10.0,approved,annual_leave,
EV-00372,PL-0009,annual_leave,2026-04-06,2026-04-06,1.0,approved,annual_leave,
EV-00373,PL-0009,annual_leave,2026-08-02,2026-08-02,1.0,approved,annual_leave,
EV-00374,PL-0009,annual_leave,2026-11-14,2026-11-17,4.0,approved,annual_leave,booked ahead
EV-00375,PL-0010,annual_leave,2024-09-15,2024-09-16,2.0,approved,annual_leave,
EV-00376,PL-0010,annual_leave,2024-04-15,2024-04-17,3.0,approved,annual_leave,
EV-00377,PL-0010,annual_leave,2024-07-17,2024-07-18,2.0,approved,annual_leave,
EV-00378,PL-0010,annual_leave,2024-04-18,2024-04-18,1.0,approved,annual_leave,
EV-00379,PL-0010,annual_leave,2024-07-03,2024-07-03,1.0,approved,annual_leave,
EV-00380,PL-0010,annual_leave,2024-02-09,2024-02-13,5.0,approved,annual_leave,
EV-00381,PL-0010,annual_leave,2024-03-05,2024-03-05,1.0,approved,annual_leave,
EV-00382,PL-0010,annual_leave,2024-01-12,2024-01-13,2.0,approved,annual_leave,
EV-00383,PL-0010,annual_leave,2024-07-06,2024-07-08,3.0,approved,annual_leave,
EV-00384,PL-0010,annual_leave,2025-09-02,2025-09-02,1.0,approved,annual_leave,
EV-00385,PL-0010,annual_leave,2025-07-14,2025-07-14,1.0,approved,annual_leave,
EV-00386,PL-0010,annual_leave,2025-01-09,2025-01-09,1.0,approved,annual_leave,
EV-00387,PL-0010,annual_leave,2025-08-10,2025-08-19,10.0,approved,annual_leave,
EV-00388,PL-0010,annual_leave,2025-06-17,2025-06-18,2.0,approved,annual_leave,
EV-00389,PL-0010,annual_leave,2025-01-09,2025-01-12,4.0,approved,annual_leave,
EV-00390,PL-0010,annual_leave,2026-01-11,2026-01-12,2.0,approved,annual_leave,
EV-00391,PL-0010,annual_leave,2026-02-07,2026-02-11,5.0,approved,annual_leave,
EV-00392,PL-0010,annual_leave,2026-05-14,2026-05-15,2.0,approved,annual_leave,
EV-00393,PL-0010,annual_leave,2026-01-05,2026-01-05,1.0,approved,annual_leave,
EV-00394,PL-0010,annual_leave,2026-01-09,2026-01-09,1.0,approved,annual_leave,
EV-00395,PL-0010,annual_leave,2026-12-01,2026-12-04,4.0,approved,annual_leave,booked ahead
EV-00396,PL-0011,annual_leave,2024-01-19,2024-01-19,1.0,approved,annual_leave,
EV-00397,PL-0011,annual_leave,2024-11-15,2024-11-15,1.0,approved,annual_leave,
EV-00398,PL-0011,annual_leave,2024-09-10,2024-09-10,1.0,approved,annual_leave,
EV-00399,PL-0011,annual_leave,2024-04-03,2024-04-05,3.0,approved,annual_leave,
EV-00400,PL-0011,annual_leave,2024-03-02,2024-03-03,2.0,approved,annual_leave,
EV-00401,PL-0011,annual_leave,2024-09-12,2024-09-12,1.0,approved,annual_leave,
EV-00402,PL-0011,annual_leave,2024-04-16,2024-04-18,3.0,approved,annual_leave,
EV-00403,PL-0011,annual_leave,2024-05-15,2024-05-15,1.0,approved,annual_leave,
EV-00404,PL-0011,annual_leave,2024-10-06,2024-10-08,3.0,approved,annual_leave,
EV-00405,PL-0011,annual_leave,2024-12-04,2024-12-04,1.0,approved,annual_leave,
EV-00406,PL-0011,annual_leave,2024-09-07,2024-09-11,5.0,approved,annual_leave,
EV-00407,PL-0011,annual_leave,2024-07-16,2024-07-16,1.0,approved,annual_leave,
EV-00408,PL-0011,annual_leave,2025-07-10,2025-07-12,3.0,approved,annual_leave,
EV-00409,PL-0011,annual_leave,2025-05-16,2025-05-17,2.0,approved,annual_leave,
EV-00410,PL-0011,annual_leave,2025-11-04,2025-11-04,1.0,approved,annual_leave,
EV-00411,PL-0011,annual_leave,2025-05-03,2025-05-04,2.0,approved,annual_leave,
EV-00412,PL-0011,annual_leave,2025-02-13,2025-02-13,1.0,approved,annual_leave,
EV-00413,PL-0011,annual_leave,2025-10-11,2025-10-15,5.0,approved,annual_leave,
EV-00414,PL-0011,annual_leave,2025-07-04,2025-07-04,1.0,approved,annual_leave,
EV-00415,PL-0011,annual_leave,2025-02-04,2025-02-08,5.0,approved,annual_leave,
EV-00416,PL-0011,annual_leave,2025-01-02,2025-01-04,3.0,approved,annual_leave,
EV-00417,PL-0011,annual_leave,2026-03-08,2026-03-08,1.0,approved,annual_leave,
EV-00418,PL-0011,annual_leave,2026-06-16,2026-06-20,5.0,approved,annual_leave,
EV-00419,PL-0011,annual_leave,2026-06-07,2026-06-08,2.0,approved,annual_leave,
EV-00420,PL-0011,annual_leave,2026-02-15,2026-02-19,5.0,approved,annual_leave,
EV-00421,PL-0011,annual_leave,2026-08-13,2026-08-13,1.0,approved,annual_leave,
EV-00422,PL-0011,annual_leave,2026-08-05,2026-08-05,1.0,approved,annual_leave,
EV-00423,PL-0012,annual_leave,2024-09-19,2024-09-20,2.0,approved,annual_leave,
EV-00424,PL-0012,annual_leave,2024-02-17,2024-02-17,1.0,approved,annual_leave,
EV-00425,PL-0012,annual_leave,2024-02-18,2024-02-18,1.0,approved,annual_leave,
EV-00426,PL-0012,annual_leave,2024-01-10,2024-01-12,3.0,approved,annual_leave,
EV-00427,PL-0012,annual_leave,2024-02-20,2024-02-21,2.0,approved,annual_leave,
EV-00428,PL-0012,annual_leave,2024-07-05,2024-07-05,1.0,approved,annual_leave,
EV-00429,PL-0012,annual_leave,2024-02-16,2024-02-20,5.0,approved,annual_leave,
EV-00430,PL-0012,annual_leave,2024-10-18,2024-10-20,3.0,approved,annual_leave,
EV-00431,PL-0012,annual_leave,2025-10-13,2025-10-15,3.0,approved,annual_leave,
EV-00432,PL-0012,annual_leave,2025-12-03,2025-12-03,1.0,approved,annual_leave,
EV-00433,PL-0012,annual_leave,2025-05-19,2025-05-23,5.0,approved,annual_leave,
EV-00434,PL-0012,annual_leave,2025-01-06,2025-01-06,1.0,approved,annual_leave,
EV-00435,PL-0012,annual_leave,2025-12-18,2025-12-22,5.0,approved,annual_leave,
EV-00436,PL-0012,annual_leave,2025-01-17,2025-01-17,1.0,approved,annual_leave,
EV-00437,PL-0012,annual_leave,2025-07-10,2025-07-11,2.0,approved,annual_leave,
EV-00438,PL-0012,annual_leave,2025-06-18,2025-06-18,1.0,approved,annual_leave,
EV-00439,PL-0012,annual_leave,2026-06-14,2026-06-14,1.0,approved,annual_leave,
EV-00440,PL-0012,annual_leave,2026-01-16,2026-01-20,5.0,approved,annual_leave,
EV-00441,PL-0012,annual_leave,2026-07-20,2026-07-20,1.0,approved,annual_leave,
EV-00442,PL-0012,annual_leave,2026-04-11,2026-04-15,5.0,approved,annual_leave,
EV-00443,PL-0012,annual_leave,2026-05-15,2026-05-15,1.0,approved,annual_leave,
EV-00444,PL-0012,annual_leave,2026-06-01,2026-06-01,1.0,approved,annual_leave,
EV-00445,PL-0013,annual_leave,2024-05-07,2024-05-07,1.0,approved,annual_leave,
EV-00446,PL-0013,annual_leave,2024-02-01,2024-02-05,5.0,approved,annual_leave,
EV-00447,PL-0013,annual_leave,2024-07-19,2024-07-21,3.0,approved,annual_leave,
EV-00448,PL-0013,annual_leave,2024-05-12,2024-05-14,3.0,approved,annual_leave,
EV-00449,PL-0013,annual_leave,2024-11-04,2024-11-08,5.0,approved,annual_leave,
EV-00450,PL-0013,annual_leave,2024-07-20,2024-07-20,1.0,approved,annual_leave,
EV-00451,PL-0013,annual_leave,2025-08-14,2025-08-15,2.0,approved,annual_leave,
EV-00452,PL-0013,annual_leave,2025-01-16,2025-01-25,10.0,approved,annual_leave,
EV-00453,PL-0013,annual_leave,2025-11-03,2025-11-03,1.0,approved,annual_leave,
EV-00454,PL-0013,annual_leave,2025-04-07,2025-04-10,4.0,approved,annual_leave,
EV-00455,PL-0013,annual_leave,2026-04-11,2026-04-15,5.0,approved,annual_leave,
EV-00456,PL-0013,annual_leave,2026-02-01,2026-02-02,2.0,approved,annual_leave,
EV-00457,PL-0013,annual_leave,2026-03-04,2026-03-08,5.0,approved,annual_leave,
EV-00458,PL-0014,annual_leave,2024-10-05,2024-10-07,3.0,approved,annual_leave,
EV-00459,PL-0014,annual_leave,2024-06-15,2024-06-24,10.0,approved,annual_leave,
EV-00460,PL-0014,annual_leave,2025-05-19,2025-05-23,5.0,approved,annual_leave,
EV-00461,PL-0014,annual_leave,2025-12-03,2025-12-07,5.0,approved,annual_leave,
EV-00462,PL-0014,annual_leave,2025-05-10,2025-05-12,3.0,approved,annual_leave,
EV-00463,PL-0014,annual_leave,2025-11-07,2025-11-11,5.0,approved,annual_leave,
EV-00464,PL-0014,annual_leave,2025-06-14,2025-06-14,1.0,approved,annual_leave,
EV-00465,PL-0014,annual_leave,2025-12-19,2025-12-21,3.0,approved,annual_leave,
EV-00466,PL-0014,annual_leave,2025-09-03,2025-09-03,1.0,approved,annual_leave,
EV-00467,PL-0014,annual_leave,2026-07-14,2026-07-18,5.0,approved,annual_leave,
EV-00468,PL-0014,annual_leave,2026-01-11,2026-01-15,5.0,approved,annual_leave,
EV-00469,PL-0014,annual_leave,2026-08-18,2026-08-18,1.0,approved,annual_leave,
EV-00470,PL-0015,annual_leave,2024-06-12,2024-06-16,5.0,approved,annual_leave,
EV-00471,PL-0015,annual_leave,2024-05-10,2024-05-14,5.0,approved,annual_leave,
EV-00472,PL-0015,annual_leave,2024-04-13,2024-04-17,5.0,approved,annual_leave,
EV-00473,PL-0015,annual_leave,2024-06-02,2024-06-02,1.0,approved,annual_leave,
EV-00474,PL-0015,annual_leave,2024-03-05,2024-03-05,1.0,approved,annual_leave,
EV-00475,PL-0015,annual_leave,2024-01-07,2024-01-09,3.0,approved,annual_leave,
EV-00476,PL-0015,annual_leave,2024-02-10,2024-02-10,1.0,approved,annual_leave,
EV-00477,PL-0015,annual_leave,2025-04-17,2025-04-26,10.0,approved,annual_leave,
EV-00478,PL-0015,annual_leave,2025-08-03,2025-08-07,5.0,approved,annual_leave,
EV-00479,PL-0015,annual_leave,2025-04-04,2025-04-06,3.0,approved,annual_leave,
EV-00480,PL-0015,annual_leave,2025-07-18,2025-07-22,5.0,approved,annual_leave,
EV-00481,PL-0015,annual_leave,2025-10-08,2025-10-08,1.0,approved,annual_leave,
EV-00482,PL-0015,annual_leave,2026-06-15,2026-06-16,2.0,approved,annual_leave,
EV-00483,PL-0015,annual_leave,2026-04-03,2026-04-04,2.0,approved,annual_leave,
EV-00484,PL-0015,annual_leave,2026-06-08,2026-06-08,1.0,approved,annual_leave,
EV-00485,PL-0015,annual_leave,2026-03-18,2026-03-19,2.0,approved,annual_leave,
EV-00486,PL-0015,annual_leave,2026-08-05,2026-08-11,7.0,approved,annual_leave,
EV-00487,PL-0015,annual_leave,2026-10-16,2026-10-19,4.0,approved,annual_leave,booked ahead
EV-00488,PL-0016,annual_leave,2024-06-19,2024-06-20,2.0,approved,annual_leave,
EV-00489,PL-0016,annual_leave,2024-08-06,2024-08-15,10.0,approved,annual_leave,
EV-00490,PL-0016,annual_leave,2024-08-15,2024-08-15,1.0,approved,annual_leave,
EV-00491,PL-0016,annual_leave,2024-05-16,2024-05-23,8.0,approved,annual_leave,
EV-00492,PL-0016,annual_leave,2024-12-13,2024-12-13,1.0,approved,annual_leave,
EV-00493,PL-0016,annual_leave,2025-02-20,2025-02-22,3.0,approved,annual_leave,
EV-00494,PL-0016,annual_leave,2025-12-20,2025-12-20,1.0,approved,annual_leave,
EV-00495,PL-0016,annual_leave,2025-03-14,2025-03-14,1.0,approved,annual_leave,
EV-00496,PL-0016,annual_leave,2025-07-17,2025-07-17,1.0,approved,annual_leave,
EV-00497,PL-0016,annual_leave,2025-02-06,2025-02-15,10.0,approved,annual_leave,
EV-00498,PL-0016,annual_leave,2025-05-17,2025-05-19,3.0,approved,annual_leave,
EV-00499,PL-0016,annual_leave,2025-03-16,2025-03-16,1.0,approved,annual_leave,
EV-00500,PL-0016,annual_leave,2025-03-13,2025-03-13,1.0,approved,annual_leave,
EV-00501,PL-0016,annual_leave,2026-01-02,2026-01-03,2.0,approved,annual_leave,
EV-00502,PL-0016,annual_leave,2026-02-10,2026-02-11,2.0,approved,annual_leave,
EV-00503,PL-0016,annual_leave,2026-03-03,2026-03-07,5.0,approved,annual_leave,
EV-00504,PL-0016,annual_leave,2026-07-11,2026-07-13,3.0,approved,annual_leave,
EV-00505,PL-0016,annual_leave,2026-03-12,2026-03-12,1.0,approved,annual_leave,
EV-00506,PL-0016,annual_leave,2026-02-01,2026-02-01,1.0,approved,annual_leave,
EV-00507,PL-0016,annual_leave,2026-12-01,2026-12-04,4.0,approved,annual_leave,booked ahead
EV-00508,PL-0017,annual_leave,2024-09-16,2024-09-18,3.0,approved,annual_leave,
EV-00509,PL-0017,annual_leave,2024-08-06,2024-08-06,1.0,approved,annual_leave,
EV-00510,PL-0017,annual_leave,2024-01-15,2024-01-15,1.0,approved,annual_leave,
EV-00511,PL-0017,annual_leave,2024-12-01,2024-12-05,5.0,approved,annual_leave,
EV-00512,PL-0017,annual_leave,2024-07-15,2024-07-15,1.0,approved,annual_leave,
EV-00513,PL-0017,annual_leave,2024-04-05,2024-04-05,1.0,approved,annual_leave,
EV-00514,PL-0017,annual_leave,2024-09-13,2024-09-20,8.0,approved,annual_leave,
EV-00515,PL-0017,annual_leave,2024-08-08,2024-08-08,1.0,approved,annual_leave,
EV-00516,PL-0017,annual_leave,2025-06-13,2025-06-13,1.0,approved,annual_leave,
EV-00517,PL-0017,annual_leave,2025-07-14,2025-07-15,2.0,approved,annual_leave,
EV-00518,PL-0017,annual_leave,2025-11-15,2025-11-19,5.0,approved,annual_leave,
EV-00519,PL-0017,annual_leave,2025-04-04,2025-04-08,5.0,approved,annual_leave,
EV-00520,PL-0017,annual_leave,2025-10-01,2025-10-01,1.0,approved,annual_leave,
EV-00521,PL-0017,annual_leave,2025-12-14,2025-12-14,1.0,approved,annual_leave,
EV-00522,PL-0017,annual_leave,2025-07-02,2025-07-02,1.0,approved,annual_leave,
EV-00523,PL-0017,annual_leave,2025-11-14,2025-11-18,5.0,approved,annual_leave,
EV-00524,PL-0017,annual_leave,2025-08-07,2025-08-07,1.0,approved,annual_leave,
EV-00525,PL-0017,annual_leave,2025-08-07,2025-08-07,1.0,approved,annual_leave,
EV-00526,PL-0017,annual_leave,2025-05-19,2025-05-19,1.0,approved,annual_leave,
EV-00527,PL-0017,annual_leave,2026-06-20,2026-06-22,3.0,approved,annual_leave,
EV-00528,PL-0017,annual_leave,2026-05-06,2026-05-08,3.0,approved,annual_leave,
EV-00529,PL-0017,annual_leave,2026-02-07,2026-02-11,5.0,approved,annual_leave,
EV-00530,PL-0017,annual_leave,2026-01-19,2026-01-21,3.0,approved,annual_leave,
EV-00531,PL-0017,annual_leave,2026-12-14,2026-12-17,4.0,approved,annual_leave,booked ahead
EV-00532,PL-0018,annual_leave,2024-11-17,2024-11-17,1.0,approved,annual_leave,
EV-00533,PL-0018,annual_leave,2024-02-18,2024-02-20,3.0,approved,annual_leave,
EV-00534,PL-0018,annual_leave,2024-10-09,2024-10-11,3.0,approved,annual_leave,
EV-00535,PL-0018,annual_leave,2024-06-19,2024-06-20,2.0,approved,annual_leave,
EV-00536,PL-0018,annual_leave,2024-10-13,2024-10-17,5.0,approved,annual_leave,
EV-00537,PL-0018,annual_leave,2024-07-12,2024-07-16,5.0,approved,annual_leave,
EV-00538,PL-0018,annual_leave,2024-03-17,2024-03-18,2.0,approved,annual_leave,
EV-00539,PL-0018,annual_leave,2024-11-19,2024-11-21,3.0,approved,annual_leave,
EV-00540,PL-0018,annual_leave,2025-08-01,2025-08-03,3.0,approved,annual_leave,
EV-00541,PL-0018,annual_leave,2025-07-05,2025-07-06,2.0,approved,annual_leave,
EV-00542,PL-0018,annual_leave,2025-12-16,2025-12-16,1.0,approved,annual_leave,
EV-00543,PL-0018,annual_leave,2025-07-01,2025-07-05,5.0,approved,annual_leave,
EV-00544,PL-0018,annual_leave,2025-10-20,2025-10-24,5.0,approved,annual_leave,
EV-00545,PL-0018,annual_leave,2025-09-02,2025-09-02,1.0,approved,annual_leave,
EV-00546,PL-0018,annual_leave,2025-01-11,2025-01-12,2.0,approved,annual_leave,
EV-00547,PL-0018,annual_leave,2025-08-07,2025-08-07,1.0,approved,annual_leave,
EV-00548,PL-0018,annual_leave,2025-04-03,2025-04-03,1.0,approved,annual_leave,
EV-00549,PL-0018,annual_leave,2026-08-04,2026-08-13,10.0,approved,annual_leave,
EV-00550,PL-0018,annual_leave,2026-07-11,2026-07-12,2.0,approved,annual_leave,
EV-00551,PL-0018,annual_leave,2026-03-16,2026-03-16,1.0,approved,annual_leave,
EV-00552,PL-0019,annual_leave,2024-10-06,2024-10-08,3.0,approved,annual_leave,
EV-00553,PL-0019,annual_leave,2024-12-08,2024-12-08,1.0,approved,annual_leave,
EV-00554,PL-0019,annual_leave,2024-05-08,2024-05-08,1.0,approved,annual_leave,
EV-00555,PL-0019,annual_leave,2024-07-15,2024-07-19,5.0,approved,annual_leave,
EV-00556,PL-0019,annual_leave,2024-09-19,2024-09-19,1.0,approved,annual_leave,
EV-00557,PL-0019,annual_leave,2024-09-04,2024-09-13,10.0,approved,annual_leave,
EV-00558,PL-0019,annual_leave,2024-11-13,2024-11-15,3.0,approved,annual_leave,
EV-00559,PL-0019,annual_leave,2025-01-11,2025-01-20,10.0,approved,annual_leave,
EV-00560,PL-0019,annual_leave,2025-04-12,2025-04-14,3.0,approved,annual_leave,
EV-00561,PL-0019,annual_leave,2025-03-03,2025-03-05,3.0,approved,annual_leave,
EV-00562,PL-0019,annual_leave,2025-09-20,2025-09-24,5.0,approved,annual_leave,
EV-00563,PL-0019,annual_leave,2026-03-08,2026-03-08,1.0,approved,annual_leave,
EV-00564,PL-0019,annual_leave,2026-06-09,2026-06-09,1.0,approved,annual_leave,
EV-00565,PL-0019,annual_leave,2026-03-02,2026-03-06,5.0,approved,annual_leave,
EV-00566,PL-0019,annual_leave,2026-08-15,2026-08-16,2.0,approved,annual_leave,
EV-00567,PL-0019,annual_leave,2026-03-11,2026-03-11,1.0,approved,annual_leave,
EV-00568,PL-0019,annual_leave,2026-02-09,2026-02-10,2.0,approved,annual_leave,
EV-00569,PL-0019,annual_leave,2026-02-11,2026-02-11,1.0,approved,annual_leave,
EV-00570,PL-0019,annual_leave,2026-02-12,2026-02-12,1.0,approved,annual_leave,
EV-00571,PL-0020,annual_leave,2024-05-09,2024-05-09,1.0,approved,annual_leave,
EV-00572,PL-0020,annual_leave,2024-11-20,2024-11-21,2.0,approved,annual_leave,
EV-00573,PL-0020,annual_leave,2024-04-09,2024-04-09,1.0,approved,annual_leave,
EV-00574,PL-0020,annual_leave,2024-02-05,2024-02-14,10.0,approved,annual_leave,
EV-00575,PL-0020,annual_leave,2024-07-10,2024-07-12,3.0,approved,annual_leave,
EV-00576,PL-0020,annual_leave,2024-05-20,2024-05-20,1.0,approved,annual_leave,
EV-00577,PL-0020,annual_leave,2024-04-01,2024-04-03,3.0,approved,annual_leave,
EV-00578,PL-0020,annual_leave,2024-02-04,2024-02-04,1.0,approved,annual_leave,
EV-00579,PL-0020,annual_leave,2025-05-12,2025-05-16,5.0,approved,annual_leave,
EV-00580,PL-0020,annual_leave,2025-01-02,2025-01-02,1.0,approved,annual_leave,
EV-00581,PL-0020,annual_leave,2025-04-19,2025-04-20,2.0,approved,annual_leave,
EV-00582,PL-0020,annual_leave,2025-07-09,2025-07-09,1.0,approved,annual_leave,
EV-00583,PL-0020,annual_leave,2025-08-10,2025-08-11,2.0,approved,annual_leave,
EV-00584,PL-0020,annual_leave,2025-09-14,2025-09-18,5.0,approved,annual_leave,
EV-00585,PL-0020,annual_leave,2025-08-09,2025-08-10,2.0,approved,annual_leave,
EV-00586,PL-0020,annual_leave,2025-04-02,2025-04-02,1.0,approved,annual_leave,
EV-00587,PL-0020,annual_leave,2025-03-20,2025-03-20,1.0,approved,annual_leave,
EV-00588,PL-0020,annual_leave,2026-06-08,2026-06-08,1.0,approved,annual_leave,
EV-00589,PL-0020,annual_leave,2026-05-10,2026-05-10,1.0,approved,annual_leave,
EV-00590,PL-0020,annual_leave,2026-04-02,2026-04-02,1.0,approved,annual_leave,
EV-00591,PL-0020,annual_leave,2026-04-08,2026-04-12,5.0,approved,annual_leave,
EV-00592,PL-0020,annual_leave,2026-06-18,2026-06-19,2.0,approved,annual_leave,
EV-00593,PL-0020,annual_leave,2026-06-13,2026-06-13,1.0,approved,annual_leave,
EV-00594,IN-0003,annual_leave,2024-08-19,2024-08-19,1.0,approved,earned_leave,
EV-00595,IN-0003,annual_leave,2024-11-05,2024-11-09,5.0,approved,earned_leave,
EV-00596,IN-0003,annual_leave,2024-04-06,2024-04-08,3.0,approved,earned_leave,
EV-00597,IN-0003,annual_leave,2024-07-08,2024-07-12,5.0,approved,earned_leave,
EV-00598,IN-0003,annual_leave,2024-08-10,2024-08-11,2.0,approved,earned_leave,
EV-00599,IN-0003,annual_leave,2024-12-15,2024-12-15,1.0,approved,earned_leave,
EV-00600,IN-0003,special_leave,2024-10-13,2024-10-15,3.0,approved,casual_leave,
EV-00601,IN-0003,special_leave,2024-06-06,2024-06-10,5.0,approved,casual_leave,
EV-00602,IN-0003,special_leave,2024-02-17,2024-02-17,1.0,approved,casual_leave,
EV-00603,IN-0003,sick_leave,2024-08-05,2024-08-06,2.0,approved,sick_leave,
EV-00604,IN-0003,sick_leave,2024-09-18,2024-09-18,1.0,approved,sick_leave,
EV-00605,IN-0003,sick_leave,2024-05-04,2024-05-07,4.0,approved,sick_leave,
EV-00606,IN-0003,sick_leave,2024-01-18,2024-01-18,1.0,approved,sick_leave,
EV-00607,IN-0003,annual_leave,2025-10-11,2025-10-15,5.0,approved,earned_leave,
EV-00608,IN-0003,annual_leave,2025-09-15,2025-09-15,1.0,approved,earned_leave,
EV-00609,IN-0003,annual_leave,2025-12-17,2025-12-22,6.0,approved,earned_leave,
EV-00610,IN-0003,annual_leave,2025-08-04,2025-08-04,1.0,approved,earned_leave,
EV-00611,IN-0003,special_leave,2025-08-17,2025-08-17,1.0,approved,casual_leave,
